year,bpld,agg educd,perwt
1990,iraq,Less than HS,204.0
1990,iraq,Some College,285.0
1990,israel/palestine,BA or More,1688.0
1990,israel/palestine,HS,1774.0
1990,israel/palestine,Less than HS,1109.0
1990,israel/palestine,Some College,1574.0
1990,palestine,BA or More,178.0
1990,palestine,HS,126.0
1990,palestine,Less than HS,216.0
1990,palestine,Some College,142.0
1990,west bank,HS,33.0
1990,jordan,BA or More,304.0
1990,jordan,HS,226.0
1990,jordan,Less than HS,433.0
1990,jordan,Some College,550.0
1990,kuwait,BA or More,177.0
1990,kuwait,HS,122.0
1990,kuwait,Less than HS,45.0
1990,kuwait,Some College,245.0
1990,lebanon,BA or More,999.0
1990,lebanon,HS,1556.0
1990,lebanon,Less than HS,1367.0
1990,lebanon,Some College,1493.0
1990,qatar,BA or More,16.0
1990,qatar,Some College,107.0
1990,saudi arabia,BA or More,264.0
1990,saudi arabia,HS,218.0
1990,saudi arabia,Less than HS,146.0
1990,saudi arabia,Some College,391.0
1990,syria,BA or More,907.0
1990,syria,HS,599.0
1990,syria,Less than HS,1497.0
1990,syria,Some College,694.0
1990,turkey,BA or More,683.0
1990,turkey,HS,157.0
1990,turkey,Less than HS,518.0
1990,turkey,Some College,484.0
1990,united arab emirates,HS,16.0
1990,yemen arab republic (north),BA or More,16.0
1990,yemen arab republic (north),HS,88.0
1990,yemen arab republic (north),Less than HS,102.0
1990,yemen arab republic (north),Some College,24.0
1990,"middle east, ns",BA or More,31.0
1990,"asia, nec/ns",BA or More,15.0
1990,"asia, nec/ns",HS,16.0
1990,"asia, nec/ns",Less than HS,68.0
1990,"asia, nec/ns",Some College,13.0
1990,algeria,BA or More,55.0
1990,algeria,Less than HS,39.0
1990,algeria,Some College,44.0
1990,egypt/united arab rep,BA or More,1914.0
1990,egypt/united arab rep,HS,437.0
1990,egypt/united arab rep,Less than HS,347.0
1990,egypt/united arab rep,Some College,440.0
1990,libya,BA or More,31.0
1990,libya,Some College,29.0
1990,morocco,BA or More,152.0
1990,morocco,HS,166.0
1990,morocco,Less than HS,63.0
1990,morocco,Some College,226.0
1990,sudan,BA or More,229.0
1990,sudan,Some College,112.0
1990,tunisia,BA or More,63.0
1990,tunisia,Less than HS,13.0
1990,tunisia,Some College,23.0
1990,benin,BA or More,20.0
1990,benin,Some College,20.0
1990,burkina faso,Some College,16.0
1990,gambia,BA or More,23.0
1990,ghana,BA or More,70.0
1990,ghana,HS,21.0
1990,ghana,Less than HS,34.0
1990,guinea,HS,31.0
1990,ivory coast,BA or More,16.0
1990,ivory coast,Some College,92.0
1990,liberia,HS,50.0
1990,liberia,Less than HS,19.0
1990,liberia,Some College,52.0
1990,mali,Some College,11.0
1990,nigeria,BA or More,422.0
1990,nigeria,HS,230.0
1990,nigeria,Less than HS,78.0
1990,nigeria,Some College,704.0
1990,senegal,BA or More,58.0
1990,senegal,Less than HS,52.0
1990,senegal,Some College,19.0
1990,sierra leone,BA or More,24.0
1990,sierra leone,HS,120.0
1990,sierra leone,Less than HS,26.0
1990,sierra leone,Some College,91.0
1990,ethiopia,BA or More,388.0
1990,ethiopia,HS,790.0
1990,ethiopia,Less than HS,982.0
1990,ethiopia,Some College,1372.0
1990,kenya,BA or More,329.0
1990,kenya,HS,149.0
1990,kenya,Less than HS,107.0
1990,kenya,Some College,559.0
1990,mauritius,BA or More,21.0
1990,mauritius,HS,31.0
1990,mauritius,Some College,31.0
1990,mozambique,Less than HS,26.0
1990,mozambique,Some College,13.0
1990,rwanda,Some College,18.0
1990,seychelles,HS,18.0
1990,seychelles,Some College,18.0
1990,somalia,Some College,106.0
1990,tanzania,BA or More,87.0
1990,tanzania,HS,50.0
1990,tanzania,Less than HS,26.0
1990,tanzania,Some College,42.0
1990,uganda,BA or More,64.0
1990,uganda,HS,36.0
1990,uganda,Less than HS,20.0
1990,uganda,Some College,130.0
1990,zambia,BA or More,63.0
1990,zambia,HS,80.0
1990,zambia,Some College,75.0
1990,zimbabwe,BA or More,160.0
1990,zimbabwe,HS,57.0
1990,zimbabwe,Some College,107.0
1990,"eastern africa, nec/ns",HS,49.0
1990,"eastern africa, nec/ns",Some College,26.0
1990,angola,Some College,8.0
1990,cameroon,Some College,24.0
1990,congo,Some College,39.0
1990,sao tome and principe,Less than HS,16.0
1990,zaire,Less than HS,24.0
1990,zaire,Some College,59.0
1990,lesotho,Some College,60.0
1990,south africa (union of),BA or More,1268.0
1990,south africa (union of),HS,648.0
1990,south africa (union of),Less than HS,176.0
1990,south africa (union of),Some College,922.0
1990,"africa, ns/nec",BA or More,210.0
1990,"africa, ns/nec",HS,76.0
1990,"africa, ns/nec",Less than HS,142.0
1990,"africa, ns/nec",Some College,154.0
1990,australia,BA or More,1017.0
1990,australia,HS,389.0
1990,australia,Less than HS,324.0
1990,australia,Some College,598.0
1990,new zealand,BA or More,485.0
1990,new zealand,HS,296.0
1990,new zealand,Less than HS,83.0
1990,new zealand,Some College,505.0
1990,papua new guinea,Some College,31.0
1990,fiji,BA or More,249.0
1990,fiji,HS,759.0
1990,fiji,Less than HS,1907.0
1990,fiji,Some College,875.0
1990,french polynesia,Less than HS,23.0
1990,french polynesia,Some College,42.0
1990,tonga,BA or More,27.0
1990,tonga,HS,145.0
1990,tonga,Less than HS,350.0
1990,tonga,Some College,379.0
1990,western samoa,BA or More,60.0
1990,western samoa,HS,310.0
1990,western samoa,Less than HS,275.0
1990,western samoa,Some College,86.0
1990,pitcairn island,BA or More,24.0
1990,pitcairn island,HS,26.0
1990,pitcairn island,Some College,33.0
1990,"polynesia, ns",Less than HS,26.0
1990,kiribati,Less than HS,18.0
1990,marshall islands,BA or More,42.0
1990,marshall islands,HS,65.0
1990,marshall islands,Less than HS,98.0
1990,marshall islands,Some College,23.0
1990,micronesia,HS,87.0
1990,micronesia,Less than HS,57.0
1990,micronesia,Some College,206.0
1990,palau,Some College,125.0
1990,"abroad, ns",BA or More,6382.0
1990,"abroad, ns",HS,11287.0
1990,"abroad, ns",Less than HS,34993.0
1990,"abroad, ns",Some College,10681.0
2000,canada,BA or More,7114.0
2000,canada,HS,608.0
2000,canada,Less than HS,600.0
2000,canada,Some College,3863.0
2000,mexico,BA or More,20391.0
2000,mexico,HS,113001.0
2000,mexico,Less than HS,371206.0
2000,mexico,Some College,39312.0
2000,belize/british honduras,HS,2302.0
2000,costa rica,BA or More,614.0
2000,costa rica,HS,473.0
2000,el salvador,BA or More,1326.0
2000,el salvador,HS,8781.0
2000,el salvador,Less than HS,19319.0
2000,guatemala,BA or More,3612.0
2000,guatemala,HS,13545.0
2000,guatemala,Less than HS,17290.0
2000,guatemala,Some College,1179.0
2000,honduras,BA or More,1886.0
2000,honduras,HS,1824.0
2000,honduras,Less than HS,4996.0
2000,nicaragua,HS,2051.0
2000,nicaragua,Less than HS,1887.0
2000,cuba,BA or More,575.0
2000,cuba,Some College,709.0
2000,jamaica,BA or More,1887.0
2000,jamaica,Some College,2118.0
2000,bahamas,Some College,653.0
2000,barbados,Less than HS,630.0
2000,argentina,Less than HS,3164.0
2000,brazil,BA or More,4363.0
2000,brazil,HS,3061.0
2000,brazil,Some College,12219.0
2000,chile,Some College,627.0
2000,colombia,BA or More,1250.0
2000,colombia,HS,1209.0
2000,colombia,Some College,1849.0
2000,ecuador,Some College,583.0
2000,peru,BA or More,4812.0
2000,peru,HS,2008.0
2000,peru,Less than HS,2465.0
2000,peru,Some College,1195.0
2000,uruguay,BA or More,3773.0
2000,venezuela,BA or More,580.0
2000,"south america, ns",Less than HS,800.0
2000,denmark,HS,722.0
2000,norway,BA or More,1298.0
2000,sweden,BA or More,1884.0
2000,sweden,Some College,2521.0
2000,england,BA or More,4905.0
2000,england,HS,1796.0
2000,england,Some College,2706.0
2000,scotland,BA or More,1200.0
2000,scotland,Some College,611.0
2000,"united kingdom, ns",BA or More,4679.0
2000,"united kingdom, ns",HS,1254.0
2000,ireland,BA or More,621.0
2000,ireland,HS,1871.0
2000,france,BA or More,7257.0
2000,france,HS,615.0
2000,france,Some College,1121.0
2000,netherlands,BA or More,1314.0
2000,switzerland,BA or More,623.0
2000,switzerland,HS,751.0
2000,switzerland,Some College,480.0
2000,"western europe, ns",BA or More,1991.0
2000,albania,Some College,629.0
2000,greece,BA or More,1235.0
2000,macedonia,HS,1239.0
2000,italy,BA or More,556.0
2000,italy,Less than HS,667.0
2000,azores,HS,2029.0
2000,spain,BA or More,613.0
2000,spain,HS,630.0
2000,spain,Some College,625.0
2000,bulgaria,Some College,575.0
2000,czech republic,BA or More,1846.0
2000,germany,BA or More,8491.0
2000,germany,Less than HS,1887.0
2000,hungary,HS,628.0
2000,poland,BA or More,615.0
2000,romania,BA or More,1903.0
2000,romania,HS,617.0
2000,croatia,BA or More,624.0
2000,bosnia,BA or More,4265.0
2000,bosnia,HS,3221.0
2000,bosnia,Less than HS,1323.0
2000,bosnia,Some College,644.0
2000,other ussr/russia,BA or More,5083.0
2000,other ussr/russia,HS,631.0
2000,other ussr/russia,Some College,681.0
2000,moldavia,BA or More,738.0
2000,ukraine,BA or More,1261.0
2000,ukraine,HS,3564.0
2000,ukraine,Less than HS,1827.0
2000,ukraine,Some College,2509.0
2000,armenia,BA or More,627.0
2000,armenia,HS,639.0
2000,armenia,Some College,543.0
2000,republic of georgia,BA or More,1198.0
2000,"ussr, ns",BA or More,610.0
2000,"ussr, ns",Some College,628.0
2000,china,BA or More,19902.0
2000,china,HS,12657.0
2000,china,Less than HS,8313.0
2000,china,Some College,11268.0
2000,hong kong,HS,3135.0
2000,hong kong,Less than HS,769.0
2000,hong kong,Some College,1859.0
2000,macau,Less than HS,1383.0
2000,macau,Some College,755.0
2000,taiwan,BA or More,10119.0
2000,taiwan,HS,9264.0
2000,taiwan,Less than HS,2303.0
2000,taiwan,Some College,8071.0
2000,japan,BA or More,15632.0
2000,japan,HS,6102.0
2000,japan,Some College,9299.0
2000,korea,BA or More,10560.0
2000,korea,HS,5087.0
2000,korea,Some College,10630.0
2000,south korea,BA or More,3498.0
2000,south korea,HS,628.0
2000,south korea,Some College,610.0
2000,cambodia (kampuchea),HS,1906.0
2000,cambodia (kampuchea),Less than HS,1345.0
2000,cambodia (kampuchea),Some College,1272.0
2000,indonesia,BA or More,662.0
2000,indonesia,HS,1909.0
2000,indonesia,Some College,1892.0
2000,laos,Less than HS,2424.0
2000,laos,Some College,1880.0
2000,malaysia,BA or More,2006.0
2000,malaysia,HS,611.0
2000,philippines,BA or More,25254.0
2000,philippines,HS,10413.0
2000,philippines,Less than HS,4110.0
2000,philippines,Some College,13098.0
2000,singapore,BA or More,1245.0
2000,singapore,HS,611.0
2000,thailand,BA or More,2268.0
2000,vietnam,BA or More,4960.0
2000,vietnam,HS,11751.0
2000,vietnam,Less than HS,20667.0
2000,vietnam,Some College,8606.0
2000,afghanistan,Some College,624.0
2000,india,BA or More,48772.0
2000,india,HS,3862.0
2000,india,Less than HS,2697.0
2000,india,Some College,3874.0
2000,burma (myanmar),BA or More,5696.0
2000,burma (myanmar),Less than HS,1859.0
2000,pakistan,BA or More,4029.0
2000,pakistan,HS,1886.0
2000,pakistan,Less than HS,611.0
2000,pakistan,Some College,6470.0
2000,sri lanka (ceylon),Less than HS,522.0
2000,iran,BA or More,1254.0
2000,iran,HS,1472.0
2000,iran,Less than HS,1935.0
2000,iran,Some College,1593.0
2000,nepal,BA or More,1234.0
2000,nepal,Some College,1125.0
2000,iraq,Some College,2420.0
2000,israel/palestine,HS,1966.0
2000,israel/palestine,Some College,548.0
2000,jordan,BA or More,556.0
2000,jordan,HS,1894.0
2000,lebanon,HS,1916.0
2000,lebanon,Some College,1245.0
2000,saudi arabia,Some College,3772.0
2000,syria,Less than HS,619.0
2000,turkey,BA or More,3089.0
2000,"asia, nec/ns",Less than HS,609.0
2000,algeria,BA or More,1374.0
2000,algeria,HS,623.0
2000,algeria,Less than HS,617.0
2000,egypt/united arab rep,BA or More,4989.0
2000,egypt/united arab rep,Some College,1832.0
2000,morocco,Some College,674.0
2000,sudan,BA or More,1327.0
2000,sudan,HS,637.0
2000,nigeria,BA or More,3089.0
2000,nigeria,HS,1869.0
2000,nigeria,Less than HS,1888.0
2000,nigeria,Some College,2949.0
2000,"western africa, ns",Some College,628.0
2000,ethiopia,HS,1888.0
2000,ethiopia,Some College,623.0
2000,kenya,Some College,3752.0
2000,zimbabwe,BA or More,585.0
2000,eritrea,HS,1997.0
2000,central africa,BA or More,1992.0
2000,central africa,HS,1885.0
2000,south africa (union of),BA or More,1903.0
2000,south africa (union of),HS,3185.0
2000,south africa (union of),Some College,553.0
2000,"africa, ns/nec",BA or More,1741.0
2000,australia,BA or More,7746.0
2000,australia,HS,2974.0
2000,australia,Less than HS,1887.0
2000,australia,Some College,1803.0
2000,new zealand,HS,1848.0
2000,fiji,HS,1724.0
2000,fiji,Less than HS,611.0
2000,fiji,Some College,1139.0
2000,"oceania, ns/nec",BA or More,635.0
2001,canada,BA or More,9702.0
2001,canada,HS,734.0
2001,canada,Less than HS,1439.0
2001,canada,Some College,2982.0
2001,bermuda,BA or More,237.0
2001,"north america, ns",Some College,215.0
2001,mexico,BA or More,22221.0
2001,mexico,HS,106094.0
2001,mexico,Less than HS,394885.0
2001,mexico,Some College,54924.0
2001,costa rica,HS,576.0
2001,costa rica,Less than HS,1300.0
2001,el salvador,BA or More,3245.0
2001,el salvador,HS,7013.0
2001,el salvador,Less than HS,24781.0
2001,el salvador,Some College,5386.0
2001,guatemala,BA or More,1398.0
2001,guatemala,HS,4761.0
2001,guatemala,Less than HS,13675.0
2001,guatemala,Some College,1433.0
2001,honduras,BA or More,1872.0
2001,honduras,HS,2310.0
2001,honduras,Less than HS,6768.0
2001,honduras,Some College,245.0
2001,nicaragua,BA or More,207.0
2001,nicaragua,Less than HS,1769.0
2001,nicaragua,Some College,1288.0
2001,panama,BA or More,406.0
2001,cuba,BA or More,483.0
2001,cuba,Less than HS,811.0
2001,cuba,Some College,208.0
2001,jamaica,BA or More,423.0
2001,jamaica,Less than HS,650.0
2001,jamaica,Some College,904.0
2001,argentina,BA or More,1246.0
2001,argentina,HS,226.0
2001,argentina,Less than HS,803.0
2001,argentina,Some College,1006.0
2001,bolivia,HS,1677.0
2001,brazil,BA or More,3543.0
2001,brazil,HS,2980.0
2001,brazil,Less than HS,525.0
2001,brazil,Some College,3977.0
2001,chile,BA or More,367.0
2001,chile,Less than HS,435.0
2001,colombia,BA or More,1731.0
2001,colombia,HS,892.0
2001,colombia,Less than HS,428.0
2001,colombia,Some College,2076.0
2001,ecuador,HS,2820.0
2001,ecuador,Some College,406.0
2001,guyana/british guiana,BA or More,194.0
2001,guyana/british guiana,HS,174.0
2001,peru,BA or More,3462.0
2001,peru,HS,4028.0
2001,peru,Less than HS,1780.0
2001,peru,Some College,2682.0
2001,venezuela,BA or More,437.0
2001,venezuela,Some College,151.0
2001,"south america, ns",BA or More,258.0
2001,denmark,BA or More,1066.0
2001,finland,BA or More,195.0
2001,finland,Less than HS,314.0
2001,finland,Some College,201.0
2001,norway,HS,246.0
2001,norway,Some College,557.0
2001,sweden,BA or More,1814.0
2001,sweden,Some College,955.0
2001,england,BA or More,3443.0
2001,england,HS,751.0
2001,england,Some College,1730.0
2001,scotland,Some College,931.0
2001,wales,Some College,645.0
2001,"united kingdom, ns",BA or More,4295.0
2001,"united kingdom, ns",HS,813.0
2001,"united kingdom, ns",Less than HS,161.0
2001,"united kingdom, ns",Some College,1379.0
2001,ireland,BA or More,1150.0
2001,belgium,BA or More,595.0
2001,belgium,HS,696.0
2001,france,BA or More,5753.0
2001,france,HS,1171.0
2001,france,Less than HS,1125.0
2001,france,Some College,805.0
2001,netherlands,BA or More,416.0
2001,netherlands,Some College,171.0
2001,switzerland,BA or More,1416.0
2001,switzerland,HS,305.0
2001,switzerland,Some College,234.0
2001,"western europe, ns",BA or More,136.0
2001,"western europe, ns",Less than HS,2162.0
2001,"western europe, ns",Some College,182.0
2001,albania,BA or More,151.0
2001,greece,BA or More,206.0
2001,greece,Some College,516.0
2001,italy,BA or More,1474.0
2001,italy,HS,402.0
2001,italy,Less than HS,201.0
2001,italy,Some College,520.0
2001,portugal,Less than HS,422.0
2001,spain,BA or More,669.0
2001,spain,Some College,527.0
2001,austria,BA or More,229.0
2001,bulgaria,BA or More,521.0
2001,slovakia,BA or More,170.0
2001,germany,BA or More,6708.0
2001,germany,HS,1720.0
2001,germany,Some College,3071.0
2001,hungary,BA or More,362.0
2001,poland,BA or More,676.0
2001,poland,HS,482.0
2001,poland,Less than HS,1245.0
2001,poland,Some College,140.0
2001,romania,BA or More,1266.0
2001,romania,Less than HS,195.0
2001,romania,Some College,3256.0
2001,yugoslavia,BA or More,189.0
2001,yugoslavia,HS,722.0
2001,yugoslavia,Less than HS,223.0
2001,croatia,Some College,623.0
2001,serbia,Some College,135.0
2001,bosnia,BA or More,135.0
2001,bosnia,HS,1267.0
2001,bosnia,Some College,819.0
2001,estonia,HS,543.0
2001,lithuania,BA or More,205.0
2001,other ussr/russia,BA or More,4871.0
2001,other ussr/russia,HS,170.0
2001,other ussr/russia,Less than HS,1165.0
2001,other ussr/russia,Some College,3139.0
2001,byelorussia,BA or More,408.0
2001,moldavia,BA or More,540.0
2001,moldavia,HS,607.0
2001,moldavia,Some College,241.0
2001,ukraine,BA or More,2740.0
2001,ukraine,HS,3325.0
2001,ukraine,Less than HS,875.0
2001,ukraine,Some College,4594.0
2001,armenia,BA or More,3364.0
2001,armenia,HS,1804.0
2001,armenia,Less than HS,973.0
2001,armenia,Some College,1504.0
2001,azerbaijan,Some College,849.0
2001,uzbekistan,HS,240.0
2001,"ussr, ns",BA or More,218.0
2001,"ussr, ns",HS,624.0
2001,"ussr, ns",Some College,411.0
2001,china,BA or More,28258.0
2001,china,HS,16946.0
2001,china,Less than HS,7397.0
